uniprot identifier	uniprot description	uniprot gene symbol	NCBI Entrez gene ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
A0A0A0MR40;Q6H8Q1;Q6H8Q1-2;Q6H8Q1-3;Q6H8Q1-4;Q6H8Q1-5;Q6H8Q1-7;Q6H8Q1-8;Q6H8Q1-9	>tr|A0A0A0MR40|A0A0A0MR40_HUMAN Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2 PE=4 SV=1;>sp|Q6H8Q1|ABLM2_HUMAN Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2 PE=1 SV=2;>sp|Q6H8Q1-2|ABLM2_HUMAN Isoform 2 of Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2;>sp|Q6H8Q1-3|ABLM2_HUMAN Isoform 3 of Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2;>sp|Q6H8Q1-4|ABLM2_HUMAN Isoform 4 of Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2;>sp|Q6H8Q1-5|ABLM2_HUMAN Isoform 5 of Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2;>sp|Q6H8Q1-7|ABLM2_HUMAN Isoform 7 of Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2;>sp|Q6H8Q1-8|ABLM2_HUMAN Isoform 8 of Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2;>sp|Q6H8Q1-9|ABLM2_HUMAN Isoform 9 of Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2	ABLIM2	84448	66.5138927637458	75.4923585941266	95.4471787199298	127.691294784152	186.132198351304	151.924034030457	93.3260209815894	71.3812027467477	114.298510056534	152.359196705935	154.161906939827	197.329406712283	99.0965991786193	155.754351909544	163.651439974249	138.198161487024	183.23205250826	151.897095777197	135.898568644178	153.241642882198	213.406863634109	185.609077934817	233.627639038798	91.7407864007895	148.162597422824	261.970356831722
Q12979;Q12979-2;Q12979-4	>sp|Q12979|ABR_HUMAN Active breakpoint cluster region-related protein OS=Homo sapiens GN=ABR PE=2 SV=2;>sp|Q12979-2|ABR_HUMAN Isoform Short of Active breakpoint cluster region-related protein OS=Homo sapiens GN=ABR;>sp|Q12979-4|ABR_HUMAN Isoform 4 of Active breakpoint cluster region-related protein OS=Homo sapiens GN=ABR	ABR	29	315.318931930372	355.532213174883	725.250507101896	358.791382199739	638.688397587341	595.04504840512	405.387893907487	381.030741533159	445.214198883878	546.091147137967	655.150250679352	539.31044642437	683.393328910804	579.462272503668	452.667531823377	462.259279082139	392.94295771365	410.908031523486	507.497607831905	484.246728036686	454.539907182737	592.976347740491	650.011444166694	553.492014233859	536.15811279542	642.678881990436
H7C131;P09110	>tr|H7C131|H7C131_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal (Fragment) OS=Homo sapiens GN=ACAA1 PE=1 SV=1;>sp|P09110|THIK_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens GN=ACAA1 PE=1 SV=2	ACAA1	30	105.966567317333	126.567692884152	51.2540280742139	134.319240966755	84.6532039499509	114.913081650644	88.9995325267549	135.546640538147	98.0228743698216	41.7727128429785	29.091691695422	39.1315912186005	79.8761039053376	80.6831010781433	124.567330136281	50.3752339630763	210.307316419587	151.624970382421	118.855226085514	97.5846968628086	117.381334811148	101.787134853323	59.3780113000227	132.528381103971	72.0330940477607	84.668816203716
P42765	>sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2	ACAA2	10449	568.827275779984	611.540620113713	510.81189661658	407.744101435639	432.627964953258	470.076470976537	592.461502845048	430.35385898595	422.22100679887	514.31177273467	346.967522090669	354.014231011029	777.393657866614	521.471418157694	383.512538218906	375.62921513692	276.20557472872	376.081336995869	501.834315287617	441.546870856996	562.633333812735	421.797217452247	485.788187925729	943.424487983713	745.819905177692	700.999605547926
Q9H845	>sp|Q9H845|ACAD9_HUMAN Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens GN=ACAD9 PE=1 SV=1	ACAD9	28976	156.679910189611	103.91139510286	168.423145486746	201.359878050354	240.077192468486	183.311743268644	180.449772758958	170.093128413226	149.799955128652	217.406377250401	153.859035659135	167.304686803208	285.863182591051	166.381611275374	173.365389234078	156.824872487166	155.044081073523	171.290077691623	186.091670919485	209.792985972152	209.653565953814	221.088460024556	135.906457485474	228.142296752446	180.885695709322	127.70486249173
B7Z9I1;P11310;P11310-2;Q5T4U5	>tr|B7Z9I1|B7Z9I1_HUMAN Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=2 SV=1;>sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM PE=1 SV=1;>sp|P11310-2|ACADM_HUMAN Isoform 2 of Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADM;>tr|Q5T4U5|Q5T4U5_HUMAN Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain, isoform CRA_a OS=Homo sapiens GN=ACADM PE=3 SV=1	ACADM	34	278.650729444743	453.572645550773	401.477413498627	446.670486594233	341.989207050945	297.343845627378	327.16861114269	358.443448723773	290.349175979479	393.426758021053	329.957802102855	298.277408711281	368.218852024566	286.257218616688	325.71178499851	330.780674758809	378.319975968276	371.694352024603	310.729705038106	222.230013101436	149.353848536635	280.798169596854	294.309772108188	565.880288110405	409.149455437688	465.325591689707
E9PE82;P16219	>tr|E9PE82|E9PE82_HUMAN Short-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADS PE=1 SV=1;>sp|P16219|ACADS_HUMAN Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADS PE=1 SV=1	ACADS	35	297.649279984527	187.635970123813	194.822139567025	284.555610185759	208.227743326345	196.570167237296	230.581321058009	228.457317155705	180.180530113792	247.268606733524	291.86275512264	348.785951429928	208.667443782785	284.161375514457	211.027419449623	238.355003556174	432.109052997628	348.299429470308	249.665621913578	335.514918010625	281.63019920973	252.019195572634	340.887518513593	257.520601828604	157.133588544572	205.832434957415
P45954;P45954-2	>sp|P45954|ACDSB_HUMAN Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADSB PE=1 SV=1;>sp|P45954-2|ACDSB_HUMAN Isoform 2 of Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADSB	ACADSB	36	33.1164155674418	51.7174652910511	57.0695318861369	62.0760442365368	49.8604152077549	65.8930304544448	43.4732157567172	33.6923694789851	58.9574424711449	70.5595671252706	38.1066744139294	42.911685183387	65.3815332524011	27.9246271240034	57.5659641264776	44.7978968679239	28.1515653878225	58.9818079265588	53.4035801840597	51.5471559696024	58.5409538704295	62.3316773493771	74.7975684090263	88.0064696825162	59.82183887917	32.9851356284491
P49748;P49748-2;P49748-3	>sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1;>sp|P49748-2|ACADV_HUMAN Isoform 2 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL;>sp|P49748-3|ACADV_HUMAN Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens GN=ACADVL	ACADVL	37	726.026700519219	1245.29583008469	1194.34823708655	741.597701987226	785.401565433206	808.862497942057	873.598207445982	936.272173249688	894.704666070117	580.373880017811	635.288026618445	681.941088508092	1287.45005404988	637.89072311654	705.755025593953	656.121604175898	593.030938301934	556.373366991559	568.079291852589	746.054781676264	769.558106929183	827.385237906402	601.980411013395	1216.67041453968	829.461143071132	585.281688489235
A0A087X1T7;E7ENV9;E7EX88;H0YM81;P16112;P16112-2;P16112-3;Q6PID9	>tr|A0A087X1T7|A0A087X1T7_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=4 SV=1;>tr|E7ENV9|E7ENV9_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=4 SV=2;>tr|E7EX88|E7EX88_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=4 SV=2;>tr|H0YM81|H0YM81_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=4 SV=1;>sp|P16112|PGCA_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=1 SV=2;>sp|P16112-2|PGCA_HUMAN Isoform 2 of Aggrecan core protein OS=Homo sapiens GN=ACAN;>sp|P16112-3|PGCA_HUMAN Isoform 3 of Aggrecan core protein OS=Homo sapiens GN=ACAN;>tr|Q6PID9|Q6PID9_HUMAN Aggrecan OS=Homo sapiens GN=ACAN PE=2 SV=1	ACAN	176	146.854389557156	147.462063766762	277.775451150229	187.246792287937	77.7093691663407	102.325859565544	104.743308659378	132.454776180776	150.514649430412	61.302123518017	111.71617726458	129.932418416849	150.948086216658	111.793297834396	92.8656138267933	96.0058337539041	25.9616220437458	50.2527968071518	122.756441952134	147.419939012372	98.5973930579229	146.203606008934	32.6257542310821	123.580329391951	142.171981050499	52.4399313383725
P24752	>sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens GN=ACAT1 PE=1 SV=1	ACAT1	38	1221.51716917641	897.604484955487	253.60507684629	1501.40004715167	901.027619548635	519.051676315238	1211.15043444329	1439.89041463637	1431.46720000933	686.929133446373	338.208601996778	726.965594208079	749.539629942593	406.768245275025	1472.80306513221	631.989066433608	2243.78786942066	1660.49550299409	1067.72721675537	1009.253562207	1496.50160333869	1191.96575121599	892.55485855179	1474.945473208	621.652642262927	1075.07246254428
Q9BWD1;Q9BWD1-2	>sp|Q9BWD1|THIC_HUMAN Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens GN=ACAT2 PE=1 SV=2;>sp|Q9BWD1-2|THIC_HUMAN Isoform 2 of Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens GN=ACAT2	ACAT2	39	165.731888489784	115.554840627435	31.6085489945056	151.719291998285	81.1079548055994	119.20286484077	150.599901211917	205.338194371539	183.551919892056	4.64216262217235	75.8758435684521	63.7025238848634	53.2640453015716	56.1802099243745	147.976782019029	97.1504112842158	227.398910660642	180.622694289974	118.407558462795	137.466081931855	34.5217299928887	47.2121633601208	57.1480326182238	52.5413319584684	31.9181653300097	37.3313423731885
Q8N6N7	>sp|Q8N6N7|ACBD7_HUMAN Acyl-CoA-binding domain-containing protein 7 OS=Homo sapiens GN=ACBD7 PE=1 SV=1	ACBD7	414149	75.5896132999337	79.3209672786187	15.6952874916714	21.6885015773679	21.1157525875734	66.2383890192717	83.196386287331	57.9015412693105	26.4117431243031	2.13473611102421	20.4106543722996	26.2445105276725	25.0919197219329	22.6503505313086	33.8802116785109	31.9974388675928	54.308815126057	61.5247152555338	27.8148509084824	19.2904185370249	1.99804183291006	17.2207652193529	45.9723378826435	116.146668101512	71.1652255219581	48.4035214196931
P53396	>sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3	ACLY	47	633.045655388935	702.575139416007	752.627182016438	663.680879423286	951.155901153096	933.312991498316	559.451730770743	518.963424498454	864.763936321032	807.739330388514	942.72627528134	981.685558152624	831.882203895071	827.047170985012	896.232619185307	784.127544034966	513.363092363775	684.708554748701	756.576933926212	925.073310558572	548.192208633885	1079.52910435025	933.576624707651	826.865105320681	870.999450223471	929.409967273842
A2A274;Q99798	>tr|A2A274|A2A274_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=1;>sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=2	ACO2	50	4963.64652688882	4162.26036276829	2176.88910127368	4937.03013578961	4528.20405500167	5070.12858259064	5382.87281494651	5274.6356781152	5809.00081820943	3584.8058203908	2128.0481312971	4537.37711375427	3722.30021180489	2347.3314325613	5563.70855976727	3362.28119736309	6148.68210359554	6519.33637598197	5138.50663204049	3805.41294486139	6143.4230831025	4652.34068845695	5666.13989043835	8043.5094592692	3885.30653886917	5593.92083212357
Q9NPJ3	>sp|Q9NPJ3|ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens GN=ACOT13 PE=1 SV=1	ACOT13	55856	574.47233647713	352.495063020034	161.244115467534	703.610246408909	703.546153918971	175.07467504235	288.710523196381	722.860255634875	425.273743965787	173.302500735376	94.8531084821298	310.803120386499	260.39115597549	116.8152650664	569.129008463448	256.349265004625	647.731707827593	514.246033428934	316.125674912586	347.972068474858	541.837388437001	551.223160029539	292.557219977862	344.213809412422	158.074987359191	273.569159617063
O00154;O00154-4;O00154-6;O00154-7	>sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7 PE=1 SV=3;>sp|O00154-4|BACH_HUMAN Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7;>sp|O00154-6|BACH_HUMAN Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7;>sp|O00154-7|BACH_HUMAN Isoform 7 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens GN=ACOT7	ACOT7	11332	2787.86150082711	2295.10375532586	1687.09576097629	2365.7199937298	3219.82207382534	2381.21677850981	2947.57632487024	3085.60044457229	3180.9575144867	2928.84074850478	2309.2397699157	3116.71221227956	1249.33896808928	2454.05156035312	2838.10093607617	4188.91670870863	2339.15331049894	3973.53591236361	3718.14871672374	1172.61870353022	1098.78023453703	1595.98743718787	2990.09072334395	3924.14020554969	3076.02584361527	3425.68659990682
Q9Y305;Q9Y305-2;Q9Y305-4	>sp|Q9Y305|ACOT9_HUMAN Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9 PE=1 SV=2;>sp|Q9Y305-2|ACOT9_HUMAN Isoform 2 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9;>sp|Q9Y305-4|ACOT9_HUMAN Isoform 4 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens GN=ACOT9	ACOT9	23597	450.29018892274	458.940700546201	484.737750559661	715.013118856901	626.768253768762	812.832366781468	484.858528718471	558.439121564717	679.131900687572	603.294675277551	503.90170819428	733.187293751261	698.209017569505	795.3131055946	730.525835719591	719.49991868609	464.885181502918	625.934709264312	690.725130467646	822.507795841727	516.679791386639	681.351317534343	733.258108051409	643.904149863985	692.255830710078	780.574008297525
P24666	>sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens GN=ACP1 PE=1 SV=3	ACP1	52	140.408269018388	119.57789794571	59.2196385402519	189.526637893487	181.793702930382	132.053934561548	116.861936091345	161.00658578679	115.058045314855	74.4484052723945	39.7701944355955	90.1609920503355	70.9846212570567	43.2122556735773	173.495937483134	52.7360793122135	127.588965755872	202.311199418582	97.6658388597982	92.6217092279683	117.827320268345	122.503956364067	67.9578653394549	99.1126727474742	52.5912120994077	80.2237298500477
Q9UKU0;Q9UKU0-1;Q9UKU0-5;Q9UKU0-9	>sp|Q9UKU0|ACSL6_HUMAN Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6 PE=2 SV=4;>sp|Q9UKU0-1|ACSL6_HUMAN Isoform 1 of Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6;>sp|Q9UKU0-5|ACSL6_HUMAN Isoform 5 of Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6;>sp|Q9UKU0-9|ACSL6_HUMAN Isoform 9 of Long-chain-fatty-acid--CoA ligase 6 OS=Homo sapiens GN=ACSL6	ACSL6	23305	375.932849327828	402.838040990491	512.396864670098	577.598564210293	560.906774974069	675.523342808745	446.610524703882	397.957517187397	552.493003421466	594.263171264774	493.7602464628	546.081672151871	626.210334939868	488.339222964744	427.717667693174	477.644733204824	452.338776375563	417.940603319428	440.616100317129	588.373170562853	502.841005597448	656.325723570545	624.865599248212	591.913640836396	456.313300477382	566.849421908649
Q9NUB1;Q9NUB1-2;Q9NUB1-3	>sp|Q9NUB1|ACS2L_HUMAN Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Homo sapiens GN=ACSS1 PE=1 SV=2;>sp|Q9NUB1-2|ACS2L_HUMAN Isoform 2 of Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Homo sapiens GN=ACSS1;>sp|Q9NUB1-3|ACS2L_HUMAN Isoform 3 of Acetyl-coenzyme A synthetase 2-like, mitochondrial OS=Homo sapiens GN=ACSS1	ACSS1	84532	158.08441131501	220.279342547866	220.244102940578	141.954650580803	167.610506717049	234.30790780349	259.377518435207	27.9089141861575	182.63885554913	148.30369772555	120.666860461971	122.314872852428	268.302139178133	158.763010578955	92.5338028480959	134.463685343903	72.0030556309446	108.147393801768	195.137902924556	103.368140692897	65.7832006168684	86.6636560468567	122.485241824574	354.083143135761	207.458331394104	90.672064153245
P62736	>sp|P62736|ACTA_HUMAN Actin, aortic smooth muscle OS=Homo sapiens GN=ACTA2 PE=1 SV=1	ACTA2	59	5379.0872340012	4255.7725476402	10087.5437867845	10347.1956009772	9883.91180467821	4148.74997807315	5824.46512327772	5915.20219154383	7838.25600908702	5918.05768744281	7537.2930351867	8592.92256599574	6071.72185248533	8517.23951556584	7940.85878350973	8284.82262074202	9123.11848675918	7006.11727203332	7752.33499665183	4461.04321069701	5186.09836547641	8076.10141902091	5289.56054668841	6729.58597416364	5006.5387535986	7806.19427054371
P60709	>sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1	ACTB	60	105590.513160014	106726.530279516	87193.9160155118	82311.8393674579	73677.7785765903	85652.1831651046	93333.8820803067	100631.949072793	84601.0918831666	110878.643908864	87026.5604489814	83902.7530359931	110846.254235487	96737.5197361713	88298.6649607122	94703.3644062942	123356.832639297	88405.1884100911	85426.1572859595	96205.3663144885	122702.362956178	105593.65534255	116964.937244652	129616.022196373	116391.814247768	173101.466604447
Q562R1	>sp|Q562R1|ACTBL_HUMAN Beta-actin-like protein 2 OS=Homo sapiens GN=ACTBL2 PE=1 SV=2	ACTBL2	345651	4310.96828699922	2955.74823869338	6301.23734835295	6800.99041784294	5594.12766375576	3139.27977345792	4472.56206759881	4635.10781204036	5275.19120429809	4518.38017902075	5308.56724242047	6004.81419947379	4142.96181940138	5604.59114083538	5241.33597504502	5575.72058570562	7605.04599836165	5050.15468672043	5585.65947711974	3382.88210054793	3912.49339117371	5987.94651608525	4035.90419439134	5114.77551609527	3772.64463520555	5905.06602181036
