UniProt_accession	UniProt_fasta_header	UniProt_gene_symbol	F1	F2	F4	F8	F9	F10	G1	G2	G4	G8	G10	H5	H6	H9	I1	I4	I6	I9	K8	K10	L2
A0A0A0MRT6;B6VEX4;Q8IZP0;Q8IZP0-10;Q8IZP0-12;Q8IZP0-2;Q8IZP0-3;Q8IZP0-4;Q8IZP0-5;Q8IZP0-6;Q8IZP0-7;Q8IZP0-8;Q8IZP0-9	>tr|A0A0A0MRT6|A0A0A0MRT6_HUMAN Isoform of Q8IZP0, Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;>tr|B6VEX4|B6VEX4_HUMAN Isoform of Q8IZP0, Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=1;>sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4;>sp|Q8IZP0-10|ABI1_HUMAN Isoform of Q8IZP0, Isoform 10 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-12|ABI1_HUMAN Isoform of Q8IZP0, Isoform 12 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-2|ABI1_HUMAN Isoform of Q8IZP0, Isoform 2 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-3|ABI1_HUMAN Isoform of Q8IZP0, Isoform 3 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-4|ABI1_HUMAN Isoform of Q8IZP0, Isoform 4 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-5|ABI1_HUMAN Isoform of Q8IZP0, Isoform 5 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-6|ABI1_HUMAN Isoform of Q8IZP0, Isoform 6 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-7|ABI1_HUMAN Isoform of Q8IZP0, Isoform 7 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-8|ABI1_HUMAN Isoform of Q8IZP0, Isoform 8 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1;>sp|Q8IZP0-9|ABI1_HUMAN Isoform of Q8IZP0, Isoform 9 of Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1	ABI1	447.656698319474	361.463061481726	393.677535122276	358.858196748582	402.859283658371	333.430233290461	352.535977650683	386.814532577383	402.29964375813	366.684039851697	427.232903501477	437.186849875125	376.79264434783	428.315155324159	434.661812005731	473.184094800286	415.162839143478	396.293376518294	385.578835845764	385.830205251665	272.903706605506
E7EP65;E7EW77;F8WAL6;Q9NYB9;Q9NYB9-2;Q9NYB9-4	>tr|E7EP65|E7EP65_HUMAN Isoform of Q9NYB9, Abl interactor 2 (Fragment) OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1;>tr|E7EW77|E7EW77_HUMAN Isoform of Q9NYB9, Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1;>tr|F8WAL6|F8WAL6_HUMAN Isoform of Q9NYB9, Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=2;>sp|Q9NYB9|ABI2_HUMAN Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1;>sp|Q9NYB9-2|ABI2_HUMAN Isoform of Q9NYB9, Isoform 2 of Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2;>sp|Q9NYB9-4|ABI2_HUMAN Isoform of Q9NYB9, Isoform 4 of Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2	ABI2	1515.02612469774	1348.38322421082	1360.24415605889	1595.40035102949	1593.06710181245	1408.89300807868	1248.28377199028	1346.36417650637	1212.37619355759	1356.3891675597	1954.56115887547	1460.48594739268	1341.94183964433	1840.86249963191	1591.82953233315	1902.03987699652	1719.58149397478	1279.3636115137	1347.8373617985	1221.42457891665	1038.30531642476
A0A0A0MRL6;F8W8M4;O14639;O14639-2;O14639-6	>tr|A0A0A0MRL6|A0A0A0MRL6_HUMAN Isoform of O14639, Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=1;>tr|F8W8M4|F8W8M4_HUMAN Isoform of O14639, Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=1;>sp|O14639|ABLM1_HUMAN Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1 PE=1 SV=3;>sp|O14639-2|ABLM1_HUMAN Isoform of O14639, Isoform 2 of Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1;>sp|O14639-6|ABLM1_HUMAN Isoform of O14639, Isoform 6 of Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1	ABLIM1	11.9581785718419	9.57655447356593	15.3973327437309	15.6292009764729	1.37302202828394	14.5658726450858	14.5410490264733	12.1502854499053	16.1309711154965	13.6603719924506	13.5206083023972	11.2439136480201	1.75561825625795	18.8958944313486	4.54444533676781	12.5279451587751	16.746743831348	5.63920855163834	43.9876985514465	18.1398331991037	71.0922852306893
A0A0A0MR40;Q6H8Q1;Q6H8Q1-2;Q6H8Q1-3;Q6H8Q1-4;Q6H8Q1-5;Q6H8Q1-7;Q6H8Q1-8;Q6H8Q1-9	>tr|A0A0A0MR40|A0A0A0MR40_HUMAN Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2 PE=4 SV=1;>sp|Q6H8Q1|ABLM2_HUMAN Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2 PE=1 SV=2;>sp|Q6H8Q1-2|ABLM2_HUMAN Isoform of Q6H8Q1, Isoform 2 of Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2;>sp|Q6H8Q1-3|ABLM2_HUMAN Isoform of Q6H8Q1, Isoform 3 of Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2;>sp|Q6H8Q1-4|ABLM2_HUMAN Isoform of Q6H8Q1, Isoform 4 of Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2;>sp|Q6H8Q1-5|ABLM2_HUMAN Isoform of Q6H8Q1, Isoform 5 of Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2;>sp|Q6H8Q1-7|ABLM2_HUMAN Isoform of Q6H8Q1, Isoform 7 of Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2;>sp|Q6H8Q1-8|ABLM2_HUMAN Isoform of Q6H8Q1, Isoform 8 of Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2;>sp|Q6H8Q1-9|ABLM2_HUMAN Isoform of Q6H8Q1, Isoform 9 of Actin-binding LIM protein 2 OS=Homo sapiens OX=9606 GN=ABLIM2	ABLIM2	97.1251302080771	87.0498312449277	88.0544081935059	87.4972182628904	54.6956215239291	97.6158064201063	103.853739103325	76.3497316647202	78.1070498043534	92.8433150219148	114.208495808836	134.980605641171	100.207313966615	169.330585551456	105.629659091181	237.286035397588	157.49496666099	249.618096846849	99.0562547159683	113.915731617155	97.1206032845383
Q12979;Q12979-4	>sp|Q12979|ABR_HUMAN Active breakpoint cluster region-related protein OS=Homo sapiens OX=9606 GN=ABR PE=2 SV=2;>sp|Q12979-4|ABR_HUMAN Isoform of Q12979, Isoform 4 of Active breakpoint cluster region-related protein OS=Homo sapiens OX=9606 GN=ABR	ABR	1093.94954393292	1494.04924150211	1387.80813805737	1122.06105681424	1449.21976996272	1182.2520987587	1242.15880083724	1428.71014601368	1198.99101486564	1272.51239751562	1477.43904574913	1258.58921475119	1151.98716596095	1291.42620016343	1351.52105689975	1435.8987399917	1243.63737703159	1197.45544947802	1503.59997110124	1145.23165994029	1129.09412075358
P09110	>sp|P09110|THIK_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2	ACAA1	84.2766743092925	118.114899591024	126.69973657072	64.9247743237413	73.4952823817739	154.196099122537	200.744759730268	133.030052538665	186.731507006592	211.005761817324	5.79021788430846	87.627123643592	271.086205880096	168.899427535403	150.883322117431	147.800290653439	168.608287896461	114.547988490279	383.651666653202	233.073542707372	162.728521547962
P42765	>sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2	ACAA2	624.233008457743	1079.61199515558	1508.5894178793	674.886225568016	1307.46444758733	1464.26502794203	1483.67756687225	1258.33085320162	1323.56700978157	1831.37810865501	552.151624702885	486.246814511252	1439.9386032907	626.317665984319	667.741652682959	902.012115019276	802.296150598637	732.953272018465	1715.43869171963	984.006301190036	1068.33137243163
Q9H845	>sp|Q9H845|ACAD9_HUMAN Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD9 PE=1 SV=1	ACAD9	136.471454218562	141.568034115699	182.70408268347	99.2430166496343	161.029528037695	154.526561877173	164.425322819379	96.255468285633	166.468565113823	208.741865877345	91.610591381575	124.031451800557	171.128072927194	132.844738899019	137.499863301849	103.862397008879	191.908962460862	221.641282144373	529.791721464023	211.131283026437	242.597894220518
B7Z9I1;P11310;P11310-2;Q5T4U5	>tr|B7Z9I1|B7Z9I1_HUMAN Isoform of P11310, Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;>sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1;>sp|P11310-2|ACADM_HUMAN Isoform of P11310, Isoform 2 of Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM;>tr|Q5T4U5|Q5T4U5_HUMAN Isoform of P11310, Acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain, isoform CRA_a OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1	ACADM	401.213575670036	530.563418143541	565.271026526294	272.496636470215	541.705530364856	562.625477661486	785.124493861561	533.885021885575	747.819022852471	689.72662636652	284.512514667021	292.192623197929	414.342814336561	430.905254166909	469.730045300941	494.523040085268	418.175199124901	558.695487748076	774.954257051441	546.284915074622	617.717891274312
E9PE82;P16219	>tr|E9PE82|E9PE82_HUMAN Isoform of P16219, Short-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADS PE=1 SV=1;>sp|P16219|ACADS_HUMAN Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADS PE=1 SV=1	ACADS	849.419463158779	789.657879821377	1090.65251148362	617.582021202534	754.438004829902	679.986732198119	759.731371722889	933.684734803576	1381.46512454222	813.579766575721	986.726883040022	569.75185605728	492.674518105546	370.175702677978	352.00699012607	268.288286916192	293.405963427643	211.873667726992	1010.09157910982	471.183543660948	379.220236504105
P49748;P49748-2;P49748-3	>sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1;>sp|P49748-2|ACADV_HUMAN Isoform of P49748, Isoform 2 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL;>sp|P49748-3|ACADV_HUMAN Isoform of P49748, Isoform 3 of Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL	ACADVL	836.223140577973	1578.82780386494	695.989371095317	669.787527824146	1014.98690743035	984.60148742978	1647.45610611214	1099.82165917056	1616.24352790314	1771.41335965313	823.471854685505	740.731412311191	1415.10873849515	856.271091214985	945.669539121765	825.842508817856	998.650647247577	1327.03858483292	2492.80979214731	1659.25602366617	1349.55197202158
A0A087X1T7;E7ENV9;E7EX88;H0YM81;P16112;P16112-2;P16112-3;Q6PID9	>tr|A0A087X1T7|A0A087X1T7_HUMAN Isoform of P16112, Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN PE=1 SV=1;>tr|E7ENV9|E7ENV9_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=4 SV=2;>tr|E7EX88|E7EX88_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=4 SV=2;>tr|H0YM81|H0YM81_HUMAN Aggrecan core protein OS=Homo sapiens GN=ACAN PE=4 SV=1;>sp|P16112|PGCA_HUMAN Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN PE=1 SV=3;>sp|P16112-2|PGCA_HUMAN Isoform of P16112, Isoform 2 of Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN;>sp|P16112-3|PGCA_HUMAN Isoform of P16112, Isoform 3 of Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN;>tr|Q6PID9|Q6PID9_HUMAN Isoform of P16112, Aggrecan core protein OS=Homo sapiens OX=9606 GN=ACAN PE=1 SV=1	ACAN	183.230932853813	184.200420510717	193.93061609727	128.74529040381	207.589241050274	277.01036409056	189.366384824787	136.285111295709	224.420357834243	155.501734326006	72.0807419530628	161.030734273172	221.705733278262	192.003326208799	56.9794335406755	137.815869531527	269.653858953705	336.705481585562	108.41224658696	68.4991664057133	50.308637316114
P24752	>sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1	ACAT1	1340.67191275783	1252.42069492374	844.781340134666	837.183635033883	900.407138755024	1553.37373788952	1455.73590137298	2210.69751577159	2473.34107875703	2812.68951423264	442.880562186371	2212.53214818909	2565.17626415318	3177.60930920806	2902.41798782556	4434.75922704336	2898.10090327301	2830.71343694166	2974.17558189953	2488.83089237171	1745.83445115191
Q9BWD1;Q9BWD1-2	>sp|Q9BWD1|THIC_HUMAN Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2 PE=1 SV=2;>sp|Q9BWD1-2|THIC_HUMAN Isoform of Q9BWD1, Isoform 2 of Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2	ACAT2	52.4370855826593	21.1748418332782	3.7814846948009	5.31377822867582	8.07025945914765	68.3948410055327	15.9969260867315	10.2287352778184	35.6157742019407	15.0902996366008	23.1094440727207	79.9092690244794	70.5422144765098	201.02402367584	275.360396902398	121.734696709878	95.8209382047997	193.775215860876	45.1831041505749	39.8923928620667	221.191451293148
Q8N6N7	>sp|Q8N6N7|ACBD7_HUMAN Acyl-CoA-binding domain-containing protein 7 OS=Homo sapiens OX=9606 GN=ACBD7 PE=1 SV=1	ACBD7	3.48854057416261	4.82514014957119	42.527414666101	59.4599402852947	96.6591788063399	183.325602002305	141.64074373123	83.1993574941098	147.15732702705	82.0642528300851	5.11517246069974	83.9227549533587	113.340327779976	198.075304290349	85.7757938003848	58.6162706424155	165.129398767404	268.596880800275	137.5311874368	52.0106823646664	53.708033361073
P53396	>sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3	ACLY	1641.676218236	1485.22018464391	1334.8281291063	1447.81271920394	1394.32341240893	1220.91378290805	1281.45625763095	1256.84756763505	1398.40786671677	1228.51107187565	1570.35991640521	1475.40996287655	1019.75754692285	1393.35271011727	1546.64280974475	1645.80111887922	1387.34298392823	1380.70365253415	1462.24929516614	1542.02799827831	1205.15099242657
P21399	>sp|P21399|ACOC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3	ACO1	24.1395988387437	26.0684958074975	46.1488852655826	35.3858077170919	37.3240564357514	62.8602467621726	55.9054886534281	74.3430726761484	75.3799457980313	74.9475852009849	18.6560784239145	43.776090587133	56.7553629237905	60.2469598081429	41.5357824304124	141.296073667149	61.6259987588925	8.0129400029778	45.8047101092642	41.8245287467011	9.33919877060419
A2A274;Q99798	>tr|A2A274|A2A274_HUMAN Isoform of Q99798, Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=1;>sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2	ACO2	7352.99458480927	6867.0112675832	5224.66000380898	5788.76131695657	6329.69789997409	7630.72192695735	8965.53959746065	11458.5112547431	8668.57895207182	12357.7666868886	5013.02729553951	9364.13300485662	10147.0498936081	11974.8296924285	10380.7524331503	11277.8475666798	12500.0308024223	10644.9476332647	11577.6758627311	8768.79459558484	8442.51860123227
Q9NPJ3	>sp|Q9NPJ3|ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1	ACOT13	220.81540699561	376.132586003214	231.853653830621	314.941368578313	301.921521456532	378.109713126055	385.959372337316	457.256470708432	386.838701026058	617.577316406061	227.385005420413	553.378951497924	451.301375460125	872.689343041358	624.106816230097	702.928472581768	1034.53657422953	444.150057337415	661.498554051436	646.843345621002	466.963277662058
O00154;O00154-4;O00154-6;O00154-7	>sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3;>sp|O00154-4|BACH_HUMAN Isoform of O00154, Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7;>sp|O00154-6|BACH_HUMAN Isoform of O00154, Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7;>sp|O00154-7|BACH_HUMAN Isoform of O00154, Isoform 7 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7	ACOT7	7813.27004644419	6016.11618835719	4809.28174491732	6441.20564126122	5409.0030890503	6102.02987187847	4979.05075236796	5672.0562152532	5037.4060600862	4600.82606081283	8587.43448937339	7869.71987030006	7359.20158683003	7547.8079275716	7656.7763393924	4632.3501391401	7833.36543222165	4927.18781854329	5823.99169170034	8558.91799569806	7097.30276778393
Q9Y305;Q9Y305-2;Q9Y305-4	>sp|Q9Y305|ACOT9_HUMAN Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=2;>sp|Q9Y305-2|ACOT9_HUMAN Isoform of Q9Y305, Isoform 2 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9;>sp|Q9Y305-4|ACOT9_HUMAN Isoform of Q9Y305, Isoform 4 of Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9	ACOT9	1197.2754349244	1102.62320580337	840.462203849233	1286.62947624237	964.414862423467	1223.27790100881	1345.48933141167	1022.20718679196	1076.87556994122	1066.47799078876	813.381225919892	1227.61215281789	1205.40270133037	1171.54786969186	1180.2556818058	1575.75222858676	1161.10399473748	1715.4332369045	1282.22825031158	1377.99966035489	1244.56792832395
P24666	>sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3	ACP1	109.71378319389	132.701127154651	145.398807640886	170.161633960186	197.088981045017	182.831358864781	227.804693430275	230.312316573929	225.554428074812	232.630949391017	80.1092400102336	213.797913700267	167.652586245161	237.473828610016	258.830130127992	151.14776030243	291.800183562581	209.944894850297	502.728954505293	413.48749675583	298.236962602586
F5H4U6;Q96GR2	>tr|F5H4U6|F5H4U6_HUMAN Isoform of Q96GR2, Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Homo sapiens OX=9606 GN=ACSBG1 PE=1 SV=1;>sp|Q96GR2|ACBG1_HUMAN Long-chain-fatty-acid--CoA ligase ACSBG1 OS=Homo sapiens OX=9606 GN=ACSBG1 PE=2 SV=2	ACSBG1	89.1212297489315	159.150340058511	185.32909655954	57.7990237604789	137.398485805724	123.509097879029	143.779044580336	136.604276166152	118.092802861186	147.497041862299	90.9531826534707	61.834624190712	120.977997630464	91.8521433551328	75.1029316832504	33.7400294178935	104.9083345407	109.096567312741	288.491446026543	166.49659994816	121.51785548492
O95573	>sp|O95573|ACSL3_HUMAN Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3	ACSL3	139.617563302997	130.119405221576	91.1571323183984	133.953733913484	131.581841225253	94.1164308914939	106.488369667585	82.2767995001166	115.774384262057	136.734314807495	147.937572477928	115.076445160891	110.407374417451	104.285048437413	119.704580490381	137.105111356045	116.562073658948	144.9057270809	171.272205536897	161.290826659263	130.81317285406
